	zscore	H_statistic	H_pvalue	S4S3_pvalue	S0S2_pvalue	S0S1_pvalue	S3S5_pvalue
Arhgap12	-1.6106864213943481	37.56318953962505	3.497116873880424e-08	5.1370389766750916e-09	1.0	3.455800198581842e-06	0.0063287495225501575
Ceacam1	1.6300119161605835	37.4371302640719	3.718688005800474e-08	1.2551858375840087e-06	1.0	6.15336106004091e-09	0.00022121893962897063
St3gal6	-1.5786397457122803	36.50581667681968	5.8536404217289804e-08	0.00042114459742962756	1.0	2.0060885676865676e-08	0.0005737989445237418
Mr1	-1.5976674556732178	36.332774596944795	6.368283233677756e-08	1.3014560149122468e-08	1.0	5.797705385238517e-05	0.00025518988516769827
Rab7b	1.6688915491104126	36.24404982734893	6.649437035803136e-08	0.0019104941560708732	1.0	4.5867866538571984e-08	0.0030290135710407465
Prodh	1.5228091478347778	35.96696125535986	7.609793057401041e-08	5.850269911946016e-06	1.0	9.544026436238231e-05	7.108043775370504e-08
Cflar	1.705769658088684	35.95169323435604	7.666564625609577e-08	1.8715547679850208e-07	1.0	1.8715547679850208e-07	3.789063770330397e-06
Wdfy1	1.5650702714920044	35.385750346154914	1.0097803514326547e-07	0.009707331468527449	1.0	5.462011300483961e-07	0.00029646817478541545
Aif1	1.5451363325119019	34.48760200595467	1.5630387298796047e-07	0.003052814952203426	1.0	3.4048719285927737e-07	0.0002712704987056208
Pxk	1.6880167722702026	34.21212445915418	1.7870674673642828e-07	5.7299049416710024e-05	1.0	1.0237224078492968e-07	3.682273220691018e-05
Gspt2	1.7142107486724854	33.767538555218714	2.2181720003891454e-07	6.590741272020808e-08	1.0	0.00010208535695227532	0.0001374953389423021
Naip6	1.6820257902145386	32.27191968023288	4.5864361144072327e-07	3.2794913209202403e-06	1.0	3.2794913209202403e-06	2.601179185288829e-06
Klhl21	1.5350399017333984	32.163338335022715	4.834630981455617e-07	3.864401364364741e-06	1.0	0.0021673424265726848	3.864401364364741e-06
Ccdc50	1.7062641382217407	31.767119880695155	5.859544530277389e-07	5.101436473815827e-07	1.0	2.512483579723961e-06	3.9065459043148104e-05
Atg12	1.5651230812072754	31.10486105264769	8.079105480719876e-07	3.7443206758305087e-07	1.0	0.0025033218645672344	0.0025033218645672344
Sccpdh	1.6482800245285034	30.530220369356375	1.0674216265097176e-06	0.00423360736213877	1.0	2.5891962240329805e-06	0.00022562926462338056
Zfp280c	1.6946957111358643	30.20093477674506	1.2520633148175852e-06	1.1670669883372749e-06	1.0	1.711736017495799e-05	2.7407068190768848e-05
Elmo2	1.6508954763412476	29.49221949910694	1.7647388512394853e-06	5.299914252612743e-05	1.0	7.021368090812924e-06	7.021368090812924e-06
Bhlha15	1.691886067390442	29.00624534196718	2.232672206890238e-06	3.367206133737824e-05	1.0	4.1370829308164574e-07	0.0048604678970792055
Chka	1.5468097925186157	28.470689737264735	2.892867607462327e-06	0.00028175811167916533	1.0	7.636119543934793e-05	2.340437142136903e-06
Slfn9	1.641646146774292	28.453758832878332	2.9166487310824853e-06	0.001310893816069555	1.0	9.354896109198922e-07	0.0020340440810456967
Selenon	1.5876524448394775	28.217458645013128	3.2696494441218675e-06	7.01668606024017e-06	1.0	0.0010854440594127409	4.461420600394205e-05
Gns	-1.672247290611267	27.36458090887176	4.937092736355768e-06	0.00010257046230425517	1.0	9.244227008305858e-07	0.00817451354167458
Clec5a	1.7143616676330566	26.86608187145921	6.280481428401448e-06	2.447812978750416e-05	1.0	0.00020992660954054655	1.689819269721299e-05
Grina	-1.7051812410354614	25.98057341286345	9.627148713438995e-06	4.686994816031002e-06	1.0	1.0170294659031017e-05	0.00765421954712577
Ada	1.7238978147506714	25.232769100918837	1.3803359383050342e-05	0.00015113922820757505	1.0	1.1181839607748368e-05	0.00015113922820757505
Zfp111	1.503561019897461	24.535167554502387	1.9311580631065402e-05	0.0008568616898245897	1.0	0.004180740826629023	9.521180311865767e-06
Ino80d	1.6842896938323975	24.37750075546524	2.0833261497448294e-05	6.439561652588911e-06	1.0	0.0008412463972614783	0.0018048355562551089
Olr1	1.7231911420822144	24.14428820788829	2.330586457049394e-05	6.529093017191464e-05	1.0	0.00014930529229636606	6.693078777817791e-05
Mcemp1	1.7246620655059814	24.011180924188068	2.4846072739359016e-05	6.761650062828152e-06	1.0	0.0005598615779008625	0.0025968987688923762
Stx7	1.647788643836975	23.8726169606495	2.655727683115327e-05	0.0018640507383073258	1.0	5.826579189356156e-05	5.826579189356156e-05
Ier5	-1.5831797122955322	23.5626184224163	3.0822946644753956e-05	3.5501817334814946e-05	1.0	0.001473546239474727	0.0002921631662360414
Pdk2	-1.6453922986984253	23.306710374765277	3.485402341111332e-05	3.881563200936193e-05	1.0	1.7566871516601942e-05	0.0037899134518016306
Erap1	1.5793834924697876	22.679702684224203	4.709146292353032e-05	0.005726931866835653	1.0	0.00012915059978459468	0.0002141593930794419
Car9	1.6929447650909424	22.491751312158026	5.153357627281437e-05	0.0003782252437593443	1.0	3.298173584255686e-05	0.0005385274861815791
Ppfia4	1.6590557098388672	22.136758233458853	6.109362310575026e-05	0.00021625810437814408	1.0	7.573018894472535e-05	0.0002849153521443372
Ranbp9	1.64291512966156	21.906861408428274	6.820757901738413e-05	6.114468840138617e-05	1.0	0.004987812267601861	0.0013016265325469709
Cfd	1.7079941034317017	21.81987629538433	7.110942488590418e-05	5.175744205841666e-05	1.0	0.006739713000570424	0.002832325395570473
Clec4b1	1.540962815284729	21.20107387115121	9.562336140210112e-05	8.336717134533002e-05	1.0	5.6544860755802734e-05	0.005247376483144162
S1pr2	1.6513569355010986	21.049093482845826	0.00010283339952818268	0.0024313741962248376	1.0	0.00022677423655237004	0.0002519412217948847
Plod1	1.7062021493911743	21.02938692503212	0.00010380709799784446	6.350134086681555e-05	1.0	0.00020089918641365005	0.0016340847892651153
Neu1	1.691051721572876	20.456716106843746	0.00013648779488638932	6.627942071596309e-05	1.0	0.0008945017319730301	0.0017259028715596015
Tbc1d9b	1.6088889837265015	20.162669107763016	0.00015706263196007349	0.00017472924111502127	1.0	0.001425393861668185	0.0006936031076767853
Dfna5	1.5554358959197998	20.0069958189339	0.00016917672091370587	0.0003396607070708146	1.0	0.0012744402298633622	0.0003396607070708146
Psd4	1.7317386865615845	20.003863232257853	0.00016942980411348144	0.00029672614291920737	1.0	6.641621875662503e-05	0.008551128681521655
Cyfip1	1.628623604774475	19.784438316017564	0.00018812775891391932	0.0005135592120924856	1.0	0.0004343912953296065	0.0004343912953296065
Wfdc21	1.7301487922668457	19.421425529317183	0.0002236748088188259	0.0001226755129482438	1.0	0.0009728860343377577	0.0020201057635334807
Fem1c	1.6124989986419678	19.244322427165134	0.0002433686770666821	0.0003842476907253826	1.0	0.000883766075963346	0.0003842476907253826
Gpx3	1.6005637645721436	18.15395551920721	0.00040883282166819993	0.0006375807377554743	1.0	0.0006375807377554743	0.0006375807377554743
Dgat2	1.6631845235824585	17.728416504855524	0.0005003749623977266	0.0010502880928074066	1.0	0.0009673530206079172	0.0009673530206079172
Aldh3b1	1.7252435684204102	17.613626462401335	0.0005283830993408984	0.000603464035460604	1.0	0.000603464035460604	0.0011827682513266468
Rps6ka5	1.7218589782714844	17.08041632216773	0.0006803314891379297	0.0008415528140115238	1.0	0.0008415528140115238	0.0010917897991527662
4933424M12Rik	1.647700309753418	16.441865557254744	0.0009203465150470307	0.003704509550679181	1.0	0.0014333925349281464	0.0014333925349281464
Fcnb	1.7262182235717773	16.20297312630791	0.0010303387290595475	0.0017178110527834962	1.0	0.0006589335528564075	0.006078911438152877
Fig4	1.6677368879318237	16.042327811705412	0.0011115486511168004	0.0014770830473339674	1.0	0.004964526725343985	0.0022611884927581276
Adrb2	-1.7005466222763062	15.776942325841787	0.0012598555139829812	0.0017675515415830282	1.0	0.0007968311937547984	0.00798579696306059
Amigo1	1.6312240362167358	15.039834754722717	0.001782921900914123	0.0035360042407658722	1.0	0.0017750670156668389	0.0035360042407658722
Zfp128	1.6914091110229492	14.627169365906099	0.0021646364457188895	0.003646455494087308	1.0	0.0025262629286864494	0.0025262629286864494
