	zscore	H_statistic	H_pvalue	S4S3_pvalue	S0S2_pvalue	S0S1_pvalue	S3S5_pvalue
Myadm	-1.5183414220809937	176.71770053173677	4.5108254579158614e-38	1.4918902366474898e-40	5.001466415889072e-06	1.0	1.0034038618808747e-10
Hba-a2	1.7289612293243408	173.99262900090844	1.7484814689643033e-37	3.481923229279582e-34	4.1043263331878123e-16	1.0	6.99950178368906e-16
Mettl8	1.523255705833435	173.36119501099918	2.3932862273902766e-37	2.8826211541649974e-36	2.4782804904792765e-05	1.0	7.606317454286217e-17
Spta1	1.727344036102295	173.28506460763964	2.4856034952241424e-37	6.537395441406638e-36	1.4577540413120681e-12	1.0	1.691085893144173e-15
Ptpn22	-1.6628389358520508	171.53975165789458	5.919003971249226e-37	4.3846786236932696e-36	5.115901357289377e-11	1.0	2.869790721865731e-15
Klhl12	1.7009966373443604	169.5153818502233	1.619149063009663e-36	3.37417355784844e-25	8.92243047035525e-25	1.0	2.0240491132984525e-16
Esyt2	1.643117904663086	169.00822096151558	2.0833984400461386e-36	4.245601512288864e-33	1.9805324905211755e-11	1.0	2.5189857489171315e-18
Usp46	1.5513031482696533	168.4547498259474	2.7431722356875005e-36	5.991424707232171e-31	1.0992896905954778e-06	1.0	2.9639307560499445e-22
Fam109b	1.7120962142944336	167.1361712451786	5.2831428797304167e-36	1.1106824322259593e-27	5.593589902577652e-22	1.0	1.1705656780275428e-15
Pitpnc1	1.6259853839874268	165.912945742186	9.703672547740946e-36	4.6218348609453083e-35	1.6512197119276958e-10	1.0	1.7863808833125984e-14
Clec4d	1.567909598350525	165.8473058739656	1.0025469963540893e-35	3.4982806698778685e-37	3.506017616842243e-05	1.0	1.3484069826766898e-11
Uros	1.5192172527313232	165.51581133028185	1.1821117954914395e-35	1.420102383401248e-32	2.5026769675187683e-05	1.0	5.65277720353148e-19
Hagh	1.5221521854400635	165.41273382567638	1.2442506574888205e-35	4.4553887469561355e-33	8.563530926881187e-09	1.0	6.171930812148128e-18
Acss2	1.5936259031295776	165.27111918136137	1.3349817615654774e-35	3.758093996118529e-19	1.028123147125583e-29	1.0	5.241373355737897e-14
Gnb4	1.643469214439392	165.21652355929044	1.3717018674745645e-35	3.5331040641657224e-20	3.616659108726159e-26	1.0	1.1580462703200622e-17
Lhfpl2	1.6529738903045654	164.9406304240671	1.5732964665037695e-35	1.5519618282831113e-32	1.5799402247504883e-11	1.0	2.6899133730142003e-17
Mfge8	-1.529820203781128	164.2879215322743	2.1761747651929306e-35	1.3425711219811215e-36	2.5278433919974507e-05	1.0	5.522108478290714e-12
Abcg4	1.729849100112915	163.08198497204472	3.96258820259851e-35	1.5094062943394674e-31	3.553620576389315e-16	1.0	1.8725272036589043e-14
Sun1	1.6857763528823853	160.21059469888877	1.6507560789640682e-34	1.5115971350074371e-28	8.370988556391041e-16	1.0	1.6438129602393673e-17
Arid5a	-1.534041404724121	159.27220332140757	2.6314314481385908e-34	1.0190679196713798e-21	8.970709605479253e-28	1.0	2.8440757991046515e-11
Map4k2	-1.5140032768249512	158.496537546892	3.868821905032814e-34	8.702527852850351e-35	6.782431469215327e-05	1.0	2.2586520985310527e-12
Cct4	1.6758663654327393	158.19801890482125	4.487422316995302e-34	1.4331991024283393e-31	4.472515636826309e-14	1.0	6.681139372110756e-14
Ssx2ip	1.6532647609710693	158.12341678350322	4.656884153082969e-34	4.447973767221467e-32	6.88097870978262e-10	1.0	8.285147692041559e-16
Aspm	1.716996669769287	157.54996555749258	6.192124204432757e-34	3.666253271224057e-29	9.116943598112284e-17	1.0	1.0667696438374814e-14
Usp15	1.5452324151992798	157.07266895166552	7.849331595712974e-34	7.6540580314325974e-34	1.1171107440355172e-08	1.0	4.887350883831975e-13
Fgd2	-1.5432405471801758	157.00446806677996	8.119872001893377e-34	7.358243342886681e-25	6.789938690325817e-17	1.0	1.9242377852723104e-19
Stx11	1.6732977628707886	156.82060522511134	8.896582936118981e-34	2.067865896898869e-31	1.983090532710347e-09	1.0	2.0929032143376513e-16
Ftsj1	1.5076080560684204	154.56293285857018	2.7312494215690506e-33	2.2058937364505557e-31	1.4194842074720126e-06	1.0	2.8297906672022676e-16
Nfe2l2	1.7055240869522095	152.89216181683457	6.26375470793304e-33	1.615270904504933e-24	2.308697602490184e-23	1.0	6.190546171490677e-11
Slc45a3	1.7287653684616089	152.49369164510094	7.634877081517414e-33	8.604100780617597e-32	5.829890045210679e-13	1.0	1.5042510898645352e-11
Xk	1.6849056482315063	151.88941655102474	1.0307839550690753e-32	8.432344985799582e-29	4.963597002297155e-12	1.0	1.8361070658270577e-16
Anxa6	-1.7186615467071533	150.9409463695309	1.651135560658014e-32	6.016073696634193e-31	4.188315898084035e-15	1.0	5.268846779925556e-10
Lrrfip1	-1.6221860647201538	150.64951249170701	1.9083260679344671e-32	9.668041115241416e-22	1.774125573054567e-20	1.0	1.0380436547498518e-16
Asah1	-1.6377118825912476	150.55135033407313	2.0036807696356302e-32	2.5821840720415187e-28	7.112852447273195e-20	1.0	3.2883591477564995e-08
Chchd10	1.5290329456329346	149.90320232944413	2.764696350996562e-32	1.3010437594402218e-32	2.426323220000791e-06	1.0	2.810235548330351e-12
Alkbh8	1.6110320091247559	149.88536722531444	2.789297154841748e-32	8.818149934631718e-33	1.6008564380719734e-06	1.0	6.029963740779409e-12
Camk1	-1.5964624881744385	149.760113169536	2.968343758055138e-32	1.4639009637276596e-34	2.7210498228228793e-05	1.0	4.8535152513898125e-08
Cd79b	-1.573903203010559	149.6258945997067	3.172979288706256e-32	9.306740500227662e-22	1.9304516146047417e-23	1.0	1.0114761313257406e-12
Plpp1	1.7070653438568115	148.83461828948342	4.700612310006338e-32	7.49477706768261e-27	8.648020084393898e-13	1.0	3.7952743518205486e-17
Slc26a1	1.7165048122406006	148.78992776677302	4.8061188257140644e-32	2.4048562500932806e-29	2.8113221773018383e-10	1.0	1.8302788097095947e-15
Tbcd	1.5715185403823853	147.26322116465533	1.0258991642893285e-31	9.68543272287408e-30	5.950554315841647e-07	1.0	1.5212449751694344e-15
Pfkm	1.6936570405960083	146.9918039356911	1.173942776834079e-31	1.8085281297670831e-23	1.0707061842393303e-18	1.0	3.206094466136645e-15
Mgst3	1.6827977895736694	146.5670386571965	1.4496512203907347e-31	2.526674559275391e-29	2.9240443960298916e-11	1.0	6.294054271961137e-14
Psmd5	1.6644436120986938	145.7960474582448	2.1259459200359435e-31	3.196097674718121e-26	5.403748081788381e-15	1.0	5.756410832066489e-15
Adamts10	-1.5521513223648071	144.9670848848363	3.2087631995043748e-31	3.7888596292306375e-30	4.1890048262712877e-07	1.0	6.195048419142068e-14
Snx10	-1.5433909893035889	144.91297542905713	3.2961534159774975e-31	6.657264279637469e-31	7.426074757115622e-05	1.0	8.069688288106216e-13
Plin3	-1.6994552612304688	144.88095642736448	3.348982818484738e-31	2.583687577083915e-32	5.507533108122195e-11	1.0	1.9702121919466726e-07
March5	1.5986236333847046	144.67114798216878	3.7167368700206955e-31	4.629559879993995e-30	4.7670880156337924e-11	1.0	5.1048409862720565e-12
Eps15	1.7013269662857056	144.5664163776541	3.915154183192842e-31	4.364094084365593e-29	2.3828562729584444e-12	1.0	1.4709047278426823e-12
Slc43a2	-1.5749304294586182	144.2482539879524	4.585271141589315e-31	4.182629467090245e-22	1.9586540738176159e-16	1.0	1.0693463543172036e-17
Skap2	-1.712050437927246	143.67215333551317	6.103887707452703e-31	3.4484678836665486e-30	2.339303505192534e-13	1.0	4.278860097777919e-09
Plin2	1.5830018520355225	143.42560289185457	6.8988454577109674e-31	4.5839946989149644e-24	2.2373241271136908e-12	1.0	1.707538192591329e-18
Inpp5b	1.5216872692108154	142.9881675142874	8.572551144602998e-31	2.0992120169988664e-31	2.0271880396353415e-05	1.0	4.187547552526751e-11
Nbeal2	-1.6597692966461182	142.95500669580866	8.714875559386145e-31	6.179905941525534e-29	2.539891503925601e-10	1.0	1.7972413897323384e-13
Abr	-1.571656346321106	142.9056342519465	8.93116882999743e-31	1.0653705254474483e-23	6.7236434592465065e-22	1.0	1.0856256937247464e-08
Il4ra	-1.696285605430603	142.756686148465	9.616756686595993e-31	6.480972169574687e-26	1.577398333872485e-14	1.0	1.577398333872485e-14
Ppm1l	1.6929118633270264	142.00996563508104	1.3933293288895798e-30	1.927490640379912e-24	9.736510554933292e-20	1.0	2.473211320037194e-10
Mpnd	-1.5779622793197632	141.93222049243155	1.4481670119111802e-30	9.774490243143875e-21	9.03540444171805e-24	1.0	1.3995572357769131e-09
Stap1	-1.704357624053955	141.23476943475734	2.047450151137015e-30	1.4823287316811864e-29	1.1635018350057572e-13	1.0	1.627385910866829e-08
Spon2	1.721843957901001	139.74297455596536	4.294165752417567e-30	2.373784979125308e-25	9.433997620021676e-12	1.0	5.013786320436173e-16
Sla	-1.5371978282928467	139.0089261306451	6.1822678199287864e-30	6.600130075290746e-18	4.398343107992365e-24	1.0	4.990920413069539e-11
Thumpd3	1.6637572050094604	138.9170981919738	6.470629416471814e-30	1.0289067765655898e-29	2.802530728007278e-10	1.0	2.9395558730689735e-10
Slc22a3	1.6977057456970215	138.83199570408652	6.7498653029803e-30	8.253130657037095e-28	1.0496400181177653e-15	1.0	6.294515144820537e-08
L2hgdh	1.6133307218551636	138.70770019227928	7.179493065910609e-30	8.068391312229172e-28	9.897837572864082e-07	1.0	8.54925266590574e-15
Nt5c2	1.692145824432373	138.67848164445158	7.284393643904974e-30	1.3862257881757776e-27	4.460071566818515e-13	1.0	1.8997708784379174e-11
Ppm1h	-1.6856964826583862	138.37500638634154	8.468826460442705e-30	1.4124824503593568e-30	2.498377162644527e-11	1.0	9.603162251755855e-07
Txnrd2	1.7161531448364258	138.12394027771862	9.592963315961043e-30	5.269045891759379e-27	1.2259034042102061e-11	1.0	3.0078486156570373e-13
Prkaa1	1.70539391040802	138.07320447566315	9.837647949141943e-30	1.926431685771132e-24	5.033016048548965e-14	1.0	9.947621968182015e-15
Fam134a	1.5904724597930908	137.9170201375081	1.0630752132581844e-29	7.299207631856269e-27	1.4533956176361272e-10	1.0	4.284045987879902e-14
F2r	1.5247939825057983	136.57839553693347	2.0661169983107114e-29	1.170497180064995e-14	1.9030049096265232e-25	1.0	5.571878918884006e-11
Gfm1	1.5530486106872559	133.88212879136793	7.877252347067418e-29	9.227290092518472e-29	9.777945535418435e-06	1.0	1.9777481104971296e-11
Abcc5	1.729784369468689	133.6614799821522	8.788911779930736e-29	9.942899983763532e-27	1.2444917418403113e-12	1.0	9.79537179289731e-11
Nckap1	1.6581801176071167	133.55404441392957	9.270270114454282e-29	2.852779373490171e-21	1.3033846426740368e-14	1.0	5.119727675388831e-16
Bag2	1.6123886108398438	133.45982602458247	9.71405711690768e-29	1.76176942154375e-24	6.741162657717685e-10	1.0	9.17424312440121e-16
Sh3tc2	1.7296791076660156	132.756550463678	1.377160523314406e-28	9.493900207482288e-28	2.0006663866253564e-08	1.0	1.0147467495496606e-11
Ak3	1.56645667552948	131.75429023714244	2.2646513462358893e-28	6.768804984788647e-26	2.176873303367576e-09	1.0	1.57828948323083e-13
Cenpl	1.5880897045135498	131.28715545561982	2.8554764619632675e-28	2.973020104045607e-25	2.1804958806015683e-06	1.0	2.122237310396898e-15
Xrcc5	1.5186916589736938	130.2981215247889	4.664736144902117e-28	2.784193455378379e-13	7.434324845067557e-25	1.0	3.7166208095170014e-10
March6	1.6391886472702026	129.87912177365985	5.742788610591289e-28	1.1161695107229552e-24	1.6824328696635287e-10	1.0	1.0479073548953626e-13
Psmf1	1.5291154384613037	129.67441201873137	6.356786443527146e-28	2.5352028119340457e-27	7.811009311583775e-07	1.0	1.170203444224514e-11
Clca3a1	1.6849435567855835	127.7163443838596	1.679472472910407e-27	1.063881819013874e-18	5.81444322966043e-17	1.0	3.590168432437034e-14
Crlf3	-1.5844905376434326	126.28805790075634	3.411275862294209e-27	1.4031208993244406e-24	7.173995216658779e-05	1.0	1.5027400584103088e-14
Dars	1.604560136795044	125.28488532932379	5.6111011242218646e-27	5.91466659057462e-26	3.1783090124145018e-12	1.0	6.87795376311983e-08
H2-DMb1	-1.5541393756866455	124.07728099227664	1.0214233758181824e-26	1.840412531571095e-20	9.74249317085138e-20	1.0	4.0865786601524685e-06
Pde12	1.6679916381835938	123.62419891163943	1.2788201052685597e-26	3.990639278766232e-27	1.3250353884843987e-09	1.0	3.961991819114559e-07
Ctnna1	1.658441185951233	123.09184343286192	1.6652778590240813e-26	6.325492068886176e-22	3.119296307355024e-11	1.0	6.494477453776229e-14
Hspa4l	1.6921775341033936	121.27619070780749	4.0980324397389304e-26	4.1025662126729164e-27	9.321382961707006e-09	1.0	2.4338918820794014e-06
Arhgap27	-1.5609872341156006	120.80575520845973	5.174862474143643e-26	6.202934349332642e-18	2.0935987685989792e-13	1.0	1.3427719250302256e-15
Camsap2	1.6573238372802734	120.00187548517628	7.70961665094198e-26	6.60963360025007e-27	2.431868964579796e-08	1.0	2.118952298300231e-06
Slc39a8	1.6481183767318726	119.65469881909253	9.158036036380795e-26	2.088798426388733e-26	2.894382408141584e-05	1.0	7.318046175836392e-09
Sh2d3c	-1.6008507013320923	117.14054432120868	3.1857287551577194e-25	9.855983275232716e-20	1.0196018388705123e-10	1.0	1.6294855942960086e-14
Piga	1.5441359281539917	115.62070212197638	6.767839350168261e-25	5.064662194084716e-24	0.0001702719316724683	1.0	4.0504641235994454e-11
Cnp	1.639999270439148	115.46868577909017	7.297583991068285e-25	2.6847515699601903e-25	6.567863249908332e-10	1.0	1.804757463335506e-05
March8	1.5953830480575562	115.03134399459591	9.064348409549328e-25	1.4247541045859166e-20	5.981850532280177e-06	1.0	2.943265994399985e-15
St8sia6	1.728499174118042	113.92873884286205	1.565699527702063e-24	1.702183145325779e-21	1.1323256158719042e-10	1.0	3.958459282675751e-11
Cyp20a1	1.5478028059005737	111.92801426424111	4.220650515025106e-24	4.123380929667219e-23	0.000495488610908446	1.0	5.9627870254885e-11
Cyb5r3	1.6813137531280518	111.84216963352972	4.4040943127147864e-24	3.7352434690141995e-18	2.1572808239672142e-13	1.0	5.451971355124541e-12
Gcdh	1.715277075767517	110.46485412655848	8.715519932244151e-24	2.40900771975683e-23	1.1625108962783692e-08	1.0	3.0356383726837705e-08
Apeh	1.6184545755386353	108.74607912580413	2.0425645664856892e-23	3.116053782271259e-22	7.154074548291261e-08	1.0	8.108833384392043e-10
Rnf139	1.615924596786499	108.66059644566303	2.1309360609082676e-23	2.3941357179376338e-18	2.075669580736554e-08	1.0	2.0118555275851294e-14
Lyrm9	1.523093581199646	107.76413675219148	3.322520079302738e-23	1.950106116315305e-22	0.0003705990283415727	1.0	2.773498578366908e-10
Zfp808	1.6829291582107544	107.33849123364188	4.102527798433842e-23	1.248163563356426e-21	3.2406442162154975e-05	1.0	3.211935591433056e-11
Lpcat3	1.5632153749465942	107.26882436164517	4.246597265943278e-23	1.4660755148357644e-21	3.190764280505684e-07	1.0	1.484168424277521e-10
Paqr7	-1.5524557828903198	106.33784725658879	6.735065835317586e-23	3.5619686956012555e-23	7.918853066309928e-10	1.0	0.006165979338417857
Sdhaf2	1.52545166015625	104.82766779823422	1.4230639199195034e-22	6.280683225024857e-22	3.4703070473540414e-06	1.0	1.9892801503442114e-09
Snhg14	1.6069573163986206	104.75269650760123	1.4769022222577656e-22	1.5833481383497838e-21	0.0007475980588681142	1.0	2.0628434639192252e-10
Trim10	1.728056788444519	104.30424799494651	1.844237409341537e-22	4.599045808648854e-21	6.106105518814862e-08	1.0	1.3698639913864447e-09
D930028M14Rik	1.725987434387207	104.00673719649183	2.137035787280687e-22	3.6939501896486427e-20	1.5647056122379413e-11	1.0	1.2978139508202833e-07
Tmc6	1.6488131284713745	103.84288081138143	2.317697705759086e-22	4.850136974601437e-19	9.200094961299938e-08	1.0	3.054532516094738e-12
Btnl10	1.714767575263977	103.79985673532465	2.367614814731942e-22	1.4102249040100736e-19	1.0976768595412868e-06	1.0	4.15623677713043e-12
Dym	1.5827280282974243	103.25739781960498	3.097334323801371e-22	5.183861198488856e-22	1.8850019591105216e-10	1.0	0.005416109062884242
Usf3	1.5207879543304443	103.17837276644876	3.220957823471604e-22	1.3765112163797596e-21	0.0015606764000993631	1.0	1.35370882919619e-09
Mboat2	1.654109239578247	102.70023165473836	4.081525215219158e-22	1.631847885776906e-14	3.513467545264786e-12	1.0	2.5259155467242423e-13
B3gnt5	-1.523988127708435	102.64698493521887	4.1905823667132946e-22	5.782588165464207e-14	6.961282790630988e-16	1.0	6.197051640691084e-10
Ift140	1.7001599073410034	102.10814392544377	5.472188025191777e-22	4.2965204353438025e-20	3.6076161341616405e-07	1.0	1.5855109351523642e-10
Spryd4	1.627211570739746	101.77674772898887	6.448078746161052e-22	9.783643373685157e-20	3.0858093804621814e-05	1.0	1.2004617008970134e-11
Tom1l1	1.6559416055679321	101.01698156116942	9.39324287025469e-22	4.3105639829322056e-14	1.7608381925951512e-14	1.0	8.510039415585279e-11
1700017B05Rik	1.5575661659240723	100.75571338690295	1.0690491987710047e-21	2.867166580075704e-22	0.00015710637504853613	1.0	2.1206107731236632e-07
Nek6	-1.715277075767517	100.10500592620198	1.4754255313865887e-21	9.71265026538097e-19	1.507876797143599e-12	1.0	1.2471327322603422e-06
Vars	1.7126140594482422	99.94760555354378	1.5950021984047776e-21	1.3117390476689472e-17	2.0281546781646627e-13	1.0	2.767015962548517e-07
Ppox	1.7318533658981323	99.60927865413882	1.885845337288856e-21	1.3263128265174222e-18	1.4622821502526465e-11	1.0	6.729229946363598e-08
Nol4l	1.6431021690368652	99.57464932071302	1.9184553870057502e-21	1.079952714790916e-15	1.0280366020509366e-10	1.0	2.5596646631122985e-12
Usp48	1.5541096925735474	98.83331225363848	2.7691090047589803e-21	8.902572111014958e-23	8.523640243283036e-06	1.0	0.00022437906394452502
Gja1	1.6129522323608398	98.61023298798291	3.0924313501936194e-21	4.156674937951403e-18	1.6910579272351499e-09	1.0	3.6490371399480687e-10
Parp3	-1.5895036458969116	98.49610201902345	3.272176912769015e-21	1.317531942853195e-21	0.00011720703483634317	1.0	1.6041515080503646e-07
Nfatc1	-1.6452852487564087	97.45259838253816	5.484837048859421e-21	4.714905246697075e-20	9.073524028856125e-08	1.0	3.539080021425254e-08
Jak2	1.7101980447769165	97.44937758258772	5.493587970952314e-21	2.3174125631313127e-16	2.8892623797891325e-12	1.0	2.8077923977412123e-09
Tnfrsf26	-1.5736839771270752	97.22580463061786	6.136426218097401e-21	4.784016425207988e-16	1.0018911983601841e-10	1.0	4.703388377029172e-11
Spata13	-1.6757196187973022	97.22389997859219	6.142213917154012e-21	4.178499009062593e-17	9.193400738873764e-12	1.0	9.475202350655074e-09
Dpy19l4	1.6616939306259155	96.83633604931984	7.44103555018751e-21	1.3755862601572223e-19	1.169451038973978e-05	1.0	8.643157692912007e-10
Ints11	1.607032299041748	96.75261328321749	7.75585159326961e-21	6.07805841430934e-21	1.444714917107194e-05	1.0	1.2862773548094033e-07
Arhgap25	-1.6246135234832764	95.29479590055064	1.5957335155965675e-20	1.1071426131655948e-21	6.03747440062698e-06	1.0	6.227941803042034e-05
Fzr1	1.6996705532073975	94.11095014448146	2.86662103788581e-20	4.748867116207065e-19	8.443706651722423e-09	1.0	2.2657114484067458e-07
Mgst2	-1.5181186199188232	93.99258565965678	3.039521071219133e-20	3.944100605587529e-11	5.5625381125780316e-15	1.0	4.072585710188291e-10
Cd36	1.7191746234893799	93.96553948405385	3.080469814457338e-20	5.431101320955104e-21	0.0017855839123047399	1.0	1.8894023193123653e-06
Ubxn2b	1.6911325454711914	93.726504889716	3.467216752578407e-20	1.149822992213912e-19	1.9262334611778263e-07	1.0	1.9262334611778263e-07
Ano10	-1.531144142150879	93.3510135018655	4.1750750362994536e-20	1.4104884452675379e-18	6.418676981321582e-05	1.0	4.609887919593683e-10
H2-M3	-1.5879552364349365	92.87987009866339	5.2710353449734347e-20	3.0559867050938305e-19	2.848437031780224e-05	1.0	8.401015589228211e-09
Parm1	1.7072175741195679	92.38647379922541	6.728266236916388e-20	7.80391490558505e-15	2.438952238169283e-14	1.0	3.1511768930025923e-06
Dock2	-1.6927261352539062	91.9829621167175	8.214745189839043e-20	1.2636335186154544e-20	1.0213841986061007e-06	1.0	0.0001024160968548574
Klhl22	1.7211672067642212	91.77976943899517	9.083364426823589e-20	7.740642869623081e-16	1.4378189600247714e-09	1.0	3.5148722852236933e-10
Nae1	1.6617722511291504	90.31619770112287	1.873444844600681e-19	9.867412922201864e-13	2.245138724483698e-11	1.0	2.8269320060757002e-11
Ppp6c	1.5743656158447266	90.18130842252546	2.0026919578579522e-19	6.937868966611912e-19	4.5362061984304136e-06	1.0	7.90634740293242e-08
Ikbke	-1.6887829303741455	90.05481014139083	2.1319874683614433e-19	2.880345397080563e-17	1.62054303140628e-09	1.0	1.3759371489962573e-07
Lrrc14	1.5279027223587036	89.94183588027488	2.254498641767794e-19	3.699263293755505e-17	0.0004966248516949733	1.0	7.957666761616244e-11
Fgd4	-1.6007739305496216	89.37206026199708	2.9883054911953566e-19	5.5704060353544735e-15	7.43346628109179e-13	1.0	1.200360613115553e-06
Irf5	-1.6325173377990723	88.8589898140709	3.851357047829085e-19	1.629558243184824e-20	6.542844718112791e-05	1.0	0.0003092812885722946
Rabif	1.6960591077804565	88.62843055559871	4.3164551943955923e-19	3.857148093600009e-19	1.8191699628195592e-07	1.0	1.8795529855288526e-05
Hsdl1	1.5941708087921143	88.57099901598554	4.44079427579753e-19	1.3776623020792362e-18	8.696707666687057e-05	1.0	3.859491170389947e-08
Wars	1.5072031021118164	88.45176829146673	4.710479969730448e-19	2.3715513124452956e-17	6.228487323649974e-05	1.0	7.667131601642195e-10
Atl2	1.5291212797164917	88.2705247705266	5.152120848292591e-19	1.790193401394238e-18	0.0016641267003406222	1.0	2.3681793548730426e-08
Dcaf4	1.7171646356582642	88.21230344153146	5.302595651653516e-19	2.8071910043468706e-18	6.008738205450933e-08	1.0	1.5921526629355009e-06
Cttn	1.5182510614395142	88.16698668866107	5.422752524911883e-19	3.0462532699416223e-08	4.1357602470241774e-14	1.0	7.493284118931884e-11
Mios	1.5569368600845337	87.63100473887006	7.068248840642861e-19	1.7288415602794093e-18	0.0015159463187767541	1.0	4.584701782678257e-08
Wdsub1	1.655739188194275	86.41006970239481	1.2925742828083614e-18	6.846218913564613e-12	1.02883802043451e-12	1.0	3.5047138991307452e-09
Ptpre	-1.6433660984039307	86.31665322322182	1.3536644377817744e-18	6.719205110745211e-14	1.8501725415479841e-09	1.0	2.2870323136356189e-10
Jmjd4	1.6209272146224976	85.78788333504167	1.7580353503347266e-18	4.2607644942520096e-17	0.0004598082773191511	1.0	2.2900884274570745e-09
Tab1	1.5316827297210693	85.48984670824407	2.03707391410908e-18	2.7772109996108287e-18	0.0013512041195362983	1.0	1.7247354572267345e-07
Vill	-1.5729094743728638	85.02108245434667	2.5682113906015656e-18	1.2208924679496632e-19	0.0008604387961965701	1.0	0.00021021231248328985
Btbd19	1.6833473443984985	84.14919632066918	3.9515842517823706e-18	4.774536136449606e-16	5.207662435797101e-08	1.0	4.047992451210371e-08
Ptpn13	1.720510482788086	83.10840104313404	6.60901857687239e-18	3.9787661432623765e-15	9.982711598696975e-09	1.0	2.500931090150832e-08
Pkhd1l1	1.7124207019805908	83.06840628397501	6.740927085373463e-18	1.1039030267861747e-16	1.4310167634361086e-05	1.0	2.129478389785216e-08
Sppl2a	1.5900311470031738	80.56972976022027	2.3164602006675415e-17	1.437115393382331e-17	6.617587114151982e-05	1.0	3.5964502019917658e-06
Man1a	-1.5633656978607178	80.00530647309238	3.061243835702216e-17	7.849234868141834e-11	4.886405249692979e-10	1.0	1.487498573596506e-10
Fndc3a	-1.5004185438156128	79.64508320616196	3.657321812468016e-17	1.864655003732352e-09	8.226838246949088e-15	1.0	6.6220533382753836e-06
Synrg	1.6216365098953247	79.14079915671323	4.6916034401368587e-17	3.8906350028954275e-18	0.00034702663621609983	1.0	0.00020029259687552822
Plxnb2	-1.5878174304962158	78.97014301617865	5.1041271478242745e-17	2.6380364241989337e-09	4.9678531663463496e-14	1.0	6.515821483279564e-07
Gbe1	-1.6003375053405762	78.96348726529986	5.1209307966211303e-17	1.9653185284448648e-17	0.004422746185301814	1.0	5.328317576320231e-06
Ubr1	1.54857337474823	78.92310692067267	5.224070469696931e-17	8.576124674757917e-15	5.405719259344536e-05	1.0	1.4360204967683693e-09
Ints4	1.6263377666473389	78.0676533253761	7.970030848843234e-17	1.2131149108391234e-15	0.00014124480719411171	1.0	2.7466252006982367e-08
Slc25a44	1.6801129579544067	77.86952089942916	8.789126983621272e-17	1.728864545359876e-16	4.469752191051971e-06	1.0	4.274164001757773e-06
Galnt11	-1.666143536567688	77.79488486245567	9.119051610328935e-17	1.5250559835483985e-13	1.2117975849697302e-11	1.0	0.0002493658632560545
Mut	1.5174736976623535	77.69216497551297	9.593458809591662e-17	3.9080338382816467e-16	0.001276597621763827	1.0	1.2246222670226366e-07
Pif1	1.5930659770965576	77.64500677842629	9.819444336563337e-17	2.5193419736651997e-17	0.0018903635005170897	1.0	1.3994982802116955e-05
Zfp672	1.6628166437149048	76.60196247174598	1.643302972886701e-16	5.618583519414503e-17	0.0002696313494646486	1.0	1.4588338268518451e-05
Senp7	1.574596881866455	75.95076176330741	2.2662978989091684e-16	6.67550430390222e-13	4.5869028289908696e-12	1.0	0.002610831149683307
Usp22	-1.6734883785247803	74.98490247733432	3.6504163831633275e-16	4.882074804372839e-13	3.490594568320423e-08	1.0	3.490594568320423e-08
Ank	1.585995078086853	74.47179656962365	4.702289095919105e-16	5.187704543792954e-16	0.002742904220689917	1.0	1.6570921400659227e-06
