	zscore	H_statistic	H_pvalue	S4S3_pvalue	S0S2_pvalue	S0S1_pvalue	S3S5_pvalue
Eya2	1.5182747840881348	209.40500746645634	3.915374154703164e-45	1.0	6.929063071756718e-30	1.6380856256175058e-39	2.8973973778332903e-07
Nceh1	1.6265925168991089	207.27991373126255	1.1272949255702276e-44	1.0	2.1482214156974195e-15	9.089895991045619e-48	2.316801770515093e-07
Ikzf1	-1.5917798280715942	204.7599631056737	3.950091966480998e-44	1.0	0.00038904726845570705	1.0404053807143597e-43	5.3117877318923496e-18
Dusp1	1.5497533082962036	194.50568840002418	6.490056409200365e-42	1.0	6.516386060345527e-21	2.1590641988901967e-41	7.44205343954417e-05
Scarf1	1.725370168685913	194.42037713106149	6.771412646872839e-42	1.0	4.809218276407334e-16	5.746092189708403e-42	7.149326930970971e-13
Ptgs1	1.7246942520141602	190.05977744105476	5.925106454905019e-41	1.0	2.260270944954335e-21	1.9358716655548225e-38	6.113432015058049e-11
Rhof	1.5943900346755981	188.4556887136707	1.3158253979344225e-40	1.0	1.181163317430723e-27	1.7255788413030187e-34	1.525387358170758e-06
Abcg3	1.5963243246078491	187.24736942870507	2.3999342263619063e-40	1.0	3.231732494958107e-19	2.8457238082435052e-40	0.0001328784873836604
Gm4951	1.5497758388519287	187.218227483834	2.4349721016670922e-40	1.0	7.748277445699381e-21	2.6944195957786083e-39	5.121897951922419e-05
Mamdc2	1.727293610572815	184.9478024619304	7.531631625182711e-40	1.0	1.9400563990180017e-16	1.4576615493434054e-40	8.586227139400905e-09
Tgm2	1.5297056436538696	183.87994386207262	1.2809365935010123e-39	1.0	8.154119583334953e-28	4.0653235202985975e-16	5.65895429048115e-25
Gbp2	1.500078558921814	182.74813007509437	2.2489073151185505e-39	1.0	7.790305173225658e-18	1.062412781461592e-39	0.00038690137456253386
Itsn1	1.6865953207015991	174.49803199658194	1.3599937151522139e-37	1.0	3.960391124622511e-24	1.931051121530292e-29	9.755287599329566e-14
Plxdc2	1.7202545404434204	170.73506165576063	8.830301713213998e-37	1.0	6.862801305796251e-22	5.763551476506391e-33	3.744759344705558e-08
Gucy1a3	1.6674001216888428	169.10053648829654	1.98995599055913e-36	1.0	3.533215025711243e-24	1.4964087021871462e-30	3.546179138272879e-08
Gimap3	1.6010950803756714	168.04940061269386	3.3554942865174314e-36	1.0	2.35440710290449e-20	1.2218373323431575e-33	0.002513156169211978
Cyp2j6	1.519545078277588	165.96396055692946	9.460724026328876e-36	1.0	8.140940553811764e-13	3.2068974810751783e-37	0.008640652712214267
Itm2a	1.6176433563232422	162.60924713345634	5.01198644424478e-35	1.0	9.422004949490233e-23	2.7253848481682517e-30	8.36992323975322e-06
Cers4	1.5001014471054077	160.9889822508311	1.1212379505403507e-34	1.0	3.0628918810172677e-18	3.909217210964264e-33	0.001082349983861401
Hid1	1.724853277206421	157.69433132901713	5.763515134832112e-34	1.0	1.59989016826972e-13	1.3816836766370685e-34	2.3089969967188184e-07
Maged2	1.5413919687271118	157.60877095038185	6.013817654577137e-34	1.0	8.096128435105827e-14	7.080618047885947e-35	0.00029293827195733693
Dennd2d	1.6809289455413818	154.86504542113948	2.350591178956335e-33	1.0	1.8767025567537669e-16	2.996820748627064e-32	6.632984024110362e-07
Krt18	1.6900590658187866	153.5141341552853	4.5988098046113166e-33	1.0	2.408400317767672e-12	3.7962610929554606e-34	9.933832827589083e-07
Ppp1r9a	1.6188759803771973	150.12651799300997	2.474423798057552e-32	1.0	8.772354330848951e-18	3.4031430821599006e-30	6.44048057583493e-06
Lhcgr	1.722947120666504	147.43992658637276	9.39702801897666e-32	1.0	8.470669088909647e-17	1.1919713115709543e-29	2.3044380772632155e-07
Serpina3f	1.7258402109146118	147.33750018736214	9.887425734811973e-32	1.0	3.434601602436935e-11	5.994738777571832e-32	2.108840648927412e-09
Cdkn1c	1.7113662958145142	139.42916772003608	5.018105263091596e-30	1.0	3.045681834562945e-12	2.7004102276258102e-30	1.3777019097154023e-06
Fstl1	1.641582727432251	137.30406685200333	1.441158127335502e-29	1.0	8.737289755197888e-15	1.3109539675936715e-28	7.014273782286878e-05
Sult1a1	1.7237484455108643	133.33795652628922	1.0319741239532968e-28	1.0	9.249567943965867e-12	1.0153178313686975e-28	6.563117858395084e-07
Col4a2	1.7270361185073853	129.7354627006088	6.167104428858933e-28	1.0	1.8583833018205077e-12	4.024522164040664e-27	2.163776446954043e-07
Csgalnact1	1.703184723854065	127.08334642574255	2.299133997271564e-27	1.0	3.2425973769772027e-13	1.5957955486776523e-24	5.516163044285787e-10
Col4a1	1.7039973735809326	119.38908645295079	1.0447314180622528e-25	1.0	1.6018204810393907e-10	9.381481232424497e-26	5.250164385522827e-06
Pbx1	1.5357123613357544	116.59551937251767	4.174107912024787e-25	1.0	3.33530088140396e-18	1.3129975793735266e-19	7.139280090265e-05
Spns2	1.7177098989486694	114.03883901641423	1.4825407292077575e-24	1.0	1.6084526900755806e-14	5.5717216745329286e-21	2.4253647417297913e-07
Upp1	1.7291104793548584	109.72704616156777	1.2562520659851388e-23	1.0	7.080653244243302e-13	1.1355389473906313e-19	2.5221650937406836e-09
Xrcc6	-1.6272839307785034	106.99647455990119	4.860031515287187e-23	1.0	0.0013961846155224008	1.6893288053698627e-24	9.938366745639383e-06
Jam3	1.7282838821411133	106.07062202642429	7.688342150586891e-23	1.0	1.0601379681873797e-12	6.500296828299836e-18	3.0801089898950684e-10
Wfdc2	1.625387191772461	104.96987649700081	1.326273536192387e-22	1.0	1.180857588918473e-11	1.3225855941592464e-21	0.0014621080522154374
Klhl4	1.676857829093933	103.8006073858178	2.3667347532717655e-22	1.0	9.580097886287043e-13	1.825939782863547e-20	0.0005748892280702355
Obsl1	1.6712570190429688	102.24850309630399	5.104756362322842e-22	1.0	7.3917102956773795e-09	1.61898668398848e-22	0.0035869617034905124
Neat1	1.5721397399902344	100.50302312122113	1.2115293380887768e-21	1.0	0.00011829387821834424	2.0662008912238445e-22	8.653253433180602e-07
Fgd5	1.7202370166778564	100.42009291223741	1.2623105574578364e-21	1.0	1.3527495977030474e-07	2.6353358233454666e-22	5.43647951765493e-05
Tns2	1.7223873138427734	99.16652776285133	2.3480090444403222e-21	1.0	2.3645454000860052e-12	2.9851853592903433e-19	0.00013773735202157557
Plscr4	1.5869840383529663	96.7324789421896	7.833526558492771e-21	1.0	1.1456527223774003e-15	6.44541309495004e-14	2.4868901326495043e-07
Tmem37	1.6980974674224854	92.28039423783797	7.090776767999656e-20	1.0	4.465475847725721e-09	2.992285482868424e-19	3.245296598735773e-05
Palld	1.6162924766540527	86.38226262715594	1.310464965717141e-18	1.0	3.1826374807340873e-09	4.474418492114845e-18	0.005509192085693974
Tinagl1	1.6267732381820679	86.25651776831369	1.3945090065178835e-18	1.0	1.780514481875226e-12	8.824391119660459e-13	2.9608570361145844e-08
Cbx7	1.578169584274292	83.93297251609654	4.397216086517557e-18	1.0	1.0209219947033893e-09	6.972357790857023e-17	0.000512172261977978
Cd44	-1.5959523916244507	83.66783716113174	5.012795946110542e-18	1.0	2.6619914097997566e-09	4.2145344988848184e-16	2.9755895290272376e-06
Cdk18	1.597525954246521	83.46504909691157	5.541152859752204e-18	1.0	0.00027977511738525214	4.0538266000809206e-19	0.00016948524310147058
Slfn2	1.5763227939605713	80.83977887830488	2.02718627114824e-17	1.0	5.1957398182824235e-05	6.269649156682136e-18	2.3633892802866256e-05
Ctr9	-1.7108522653579712	78.30845452748515	7.076572586741658e-17	1.0	1.18937001860519e-09	9.479620267861383e-14	6.669034239863268e-07
Rnf141	-1.514866590499878	77.73056713738403	9.413279142428405e-17	1.0	0.004196964172211592	2.003464450302291e-17	2.7026443289631776e-05
Fhl1	1.713754653930664	77.71567026199989	9.482768861204763e-17	1.0	3.3321327301225304e-09	1.9163027272377777e-13	1.5388694989231767e-07
Bdh2	1.6741735935211182	76.56416965775259	1.6742479711533364e-16	1.0	2.999776331953767e-07	1.8993499253361105e-16	0.00090909139993944
Smpdl3a	1.7205966711044312	74.79797326163366	4.0031834595001894e-16	1.0	5.080362331586229e-07	6.985038976706508e-16	0.00021557876308897362
Iqcb1	1.5861552953720093	74.10211521490723	5.643284960947882e-16	1.0	5.837387915618558e-12	5.4920025949158534e-12	0.0004893328637033603
Cd274	1.6888065338134766	73.90142670015642	6.230707335162083e-16	1.0	1.4060162438248228e-06	3.432536624182355e-16	0.002201648010207584
Npdc1	1.7189686298370361	72.55070672124835	1.2132269627760188e-15	1.0	2.2736949729584804e-06	7.271534901311215e-15	6.670180110034441e-06
Acox1	1.7252553701400757	72.30511613679914	1.3694765445088183e-15	1.0	7.115547616627612e-08	1.3062880305630456e-14	0.0001567192895605069
Pde1b	1.7202931642532349	70.24556544102468	3.781589628302119e-15	1.0	9.188050272469504e-06	3.947860837626071e-15	9.448844674112713e-05
Ece1	1.6825180053710938	69.4654488668914	5.55541039037097e-15	1.0	5.109270094498853e-05	2.9321710658397407e-15	0.0001046092684525441
Cnn3	-1.5483614206314087	68.7225465104757	8.012450547966986e-15	1.0	3.495998696192196e-13	2.098684558992061e-07	3.150500819974245e-05
Serpina3n	1.7307655811309814	68.43746253440291	9.221320749407294e-15	1.0	4.429300086473504e-06	8.041805237676816e-14	4.429300086473504e-06
Afdn	1.6523332595825195	67.88624586100832	1.2099896253508033e-14	1.0	5.4666129716872e-09	2.6531780019225235e-12	7.331224863227893e-05
Fam171a1	1.7206028699874878	66.84385745760716	2.0224083571110047e-14	1.0	3.204388037053821e-06	6.227454679626577e-14	8.180360905039308e-05
Cpxm1	1.6737419366836548	63.514458717891706	1.04248544094284e-13	1.0	5.2409255163572044e-09	1.3838789758423405e-11	0.001611690065673598
F2rl3	1.6748533248901367	62.600599865697454	1.6347834846894597e-13	1.0	0.00027515082480279897	3.777880825508146e-14	0.0010535528591784366
Clec1a	1.730672836303711	61.368052880105026	2.998605730879976e-13	1.0	5.537702312538677e-05	1.5534014946127723e-12	1.2501452831444543e-05
Rp2	-1.6433875560760498	61.14771225739073	3.342019597592684e-13	1.0	5.940072099311968e-09	2.100344007110903e-09	7.369636273515476e-06
Vegfc	1.671485424041748	61.06510486130827	3.480667788445765e-13	1.0	0.0009870530126725834	3.65818493072559e-14	0.006168374423734612
Mpzl1	1.7160136699676514	61.05334084893454	3.5008747028785344e-13	1.0	4.6463374891663805e-08	1.3456221087069349e-11	0.0013894530700002974
Adora2a	1.6205004453659058	60.696811482221065	4.1721894027294883e-13	1.0	1.1052765842919372e-09	5.731338875289171e-10	0.0009605862938931911
D630039A03Rik	1.730233073234558	57.94504793339026	1.6149193726359497e-12	1.0	4.423447950208192e-06	1.0688582191049725e-11	0.00019849387306565045
Obscn	1.7294529676437378	57.60943389503955	1.904621566461194e-12	1.0	6.843497016246739e-05	2.1423640584492288e-12	0.0003636072311993876
C1rl	1.5485442876815796	53.94473706113343	1.1529268016360747e-11	1.0	0.0037545724653779773	2.9356662765022073e-12	0.0012342898308495354
Trim59	-1.681171178817749	53.60553624174792	1.3618737423427242e-11	1.0	0.00017032050631158788	9.230966730930239e-12	0.0013278592845649287
Cav2	1.719233751296997	51.72088073891262	3.434728092598645e-11	1.0	9.925585214820589e-06	1.0604702923070088e-10	0.0027955849781382655
Ssh3	1.6836602687835693	47.74606352837225	2.4116200145326823e-10	1.0	4.196240845288399e-05	5.1761096662793e-10	0.0032573812036121295
Bgn	1.7205474376678467	45.922988933323104	5.889394480097618e-10	1.0	0.004733956404164079	8.913511940026235e-09	8.283799278441096e-06
Gm973	1.7206649780273438	45.255425789383544	8.165475643403084e-10	1.0	6.124894206516674e-05	2.703412390128248e-08	5.3709940219063396e-05
Cx3cl1	1.729087233543396	44.910803978138276	9.665501790573335e-10	1.0	0.00014686521302960176	3.221310430449257e-08	2.9047434551784427e-05
Prr5l	1.708594799041748	44.57354292389851	1.1399651067586325e-09	1.0	0.0008499693674372707	7.910173593681099e-10	0.002940218204663903
Pxdc1	1.6147764921188354	44.33691071455356	1.2798778440078973e-09	1.0	1.1103091741349611e-05	2.138255284652653e-06	4.6919330771378795e-06
Chil5	1.711432695388794	43.54994544059795	1.88075802826132e-09	1.0	6.086665852177376e-06	3.564046471477614e-08	0.0028062014224757453
Lrrn4	1.7150276899337769	41.51586664903051	5.082740924225026e-09	1.0	0.00019282870357977263	2.7434572103144926e-08	0.0006624084015574033
Kazald1	1.7184706926345825	41.18916142356571	5.962151950803563e-09	1.0	0.0002645089069737221	2.4872900054218018e-08	0.0008048732794313514
Prune2	1.68448805809021	39.89575262518643	1.1211247565740075e-08	1.0	0.0003270298856696909	2.3261813287994574e-07	0.00010765852054639388
Il18bp	1.7249172925949097	39.599107686291795	1.2957610434825562e-08	1.0	0.002010534468173341	1.8241507401125552e-08	0.0013803956541900166
Xist	-1.6211646795272827	36.405528760607325	6.146618720248289e-08	1.0	7.605106993538269e-06	6.077489317608602e-06	0.0025309625751352483
Galm	1.6054764986038208	35.44299529765844	9.820396356756848e-08	1.0	0.002151709313393058	8.315176945130209e-08	0.00947422345742588
Gm38299	-1.6004042625427246	35.279076554222726	1.0635784438421864e-07	1.0	3.025956337002062e-05	1.335551994087668e-05	0.000521544409973011
Rras	1.716361403465271	34.659385088322274	1.43776817178165e-07	1.0	3.533968916923866e-05	7.343773238654001e-06	0.0016216976867978433
Pcmtd1	1.7173466682434082	34.158875918954	1.8339341010509144e-07	1.0	0.002710274623909972	2.2827283110617856e-07	0.0049237421068989515
Muc3a	1.713481068611145	33.57992348774384	2.429918015082358e-07	1.0	0.0006638918358316058	6.334337331358572e-07	0.006694585039574066
Pkd2	1.7302753925323486	33.43029979097046	2.6131572917331663e-07	1.0	0.0008451827099060554	4.172776666686563e-06	0.0004144303839519123
Usp11	-1.7046104669570923	31.68862865495117	6.086979579290392e-07	1.0	0.00014748867955500372	2.4852492849769614e-05	0.001200848566465695
Msmo1	1.6285748481750488	31.23192139251828	7.596363148417774e-07	1.0	0.00016028093516743647	3.9176347058834605e-05	0.000983949802693823
Gstt1	1.6069648265838623	29.796260781069382	1.5231720442096704e-06	1.0	2.02902261970832e-05	0.001312658240498922	0.001312658240498922
Smtnl1	1.7292460203170776	28.57421241375224	2.7516098050417756e-06	1.0	0.00034833298977247776	9.983169421940603e-05	0.0016440251760760829
Fam110c	1.5792981386184692	28.436597271503516	2.9409528844218144e-06	1.0	0.00015373183249292464	0.00015373183249292464	0.0020035154549385885
Ndrg2	1.5891047716140747	28.024300780529735	3.58962884945569e-06	1.0	0.00024953891537249866	0.0006285414727664343	0.0006876721730559741
Plekhg6	1.7045912742614746	27.682936588489437	4.233384297834673e-06	1.0	0.009318411756675058	1.074784898910949e-05	0.00342225690199925
Iglc3	1.7241674661636353	27.174681009419658	5.411225811127681e-06	1.0	0.005149369245055634	1.3732769256265197e-05	0.005149369245055634
Pou2af1	1.6757301092147827	24.27085944190811	2.192967200585759e-05	1.0	0.00862786505977841	0.00025524512923339295	0.0013762834961291031
Cd83	1.731213092803955	23.685752689545954	2.9052416338421887e-05	1.0	0.007321195927886845	0.00010987382964824713	0.006910684347845168
